Feature ID,Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Northernmost Latitude,Southernmost Latitude,Easternmost Longitude,Westernmost Longitude,Coordinate System,Continent Ethnicity,Feature Type,Feature Type Code,Quad,Approval Status,Approval Date,Reference,Origin,Additional Info,Last Updated
15793,Thymiamata Serpens,Thymiamata Serpens,Mars,158.00,10.47,352.17,11.00,9.96,352.86,351.14,+E (0-360),Latin,"Serpens, serpentes",SE,mc11,Approved,"Mar 07, 2019",[57],Classical albedo feature name.,None,"Mar 08, 2019"
5989,Thynia Linea,Thynia Linea,Europa,412.60,-59.20,205.50,-53.40,-65.20,216.00,198.20,+E (0-360),Greek,"Linea, lineae",LI,-,Approved,1985,[19],"Peninsula between Black and Marmara Seas, where Phineus sought Europa.",,"Oct 01, 2006"
5991,Tiamat Sulcus,Tiamat Sulcus,Ganymede,1330.00,4.14,150.90,15.20,-8.60,159.40,140.30,+E (0-360),Assyro-Babylonian,"Sulcus, sulci",SU,-,Approved,1979,[1],Assyro-Babylonian; tumultuous sea from which everything was generated.,None,"Feb 24, 2016"
15784,Tianjin,Tianjin,Moon,3.90,-44.93,178.81,-44.86,-44.99,178.90,178.71,+E (0-360),China,"Crater, craters",AA,LAC-120,Approved,"Feb 04, 2019",[500],Constellation name in the ancient Chinese star map; means “celestial ford” or “Galaxy’s ferry.”,None,"Feb 04, 2019"
15413,Tian Shi,Tian Shi,Moon,0.47,44.10,340.55,44.10,44.09,340.56,340.54,+E (0-360),China,"Crater, craters",AA,LAC-24,Approved,"Oct 05, 2015",[374],One of three enclosures in Chinese ancient star map.,None,"Oct 05, 2015"
16022,Tianzhushan,Tianzhushan,Mars,0.23,25.07,109.93,25.08,25.07,109.93,109.92,+E (0-360),China,"Crater, craters",AA,mc14,Approved,"Dec 03, 2021",[350],Town in China.,None,"Dec 13, 2021"
14485,Tibbald,Tibbald,Iapetus,160.00,57.00,2.00,57.00,57.00,2.00,2.00,+E (0-360),France,"Crater, craters",AA,-,Approved,"Aug 05, 2008",[29],Tibbald of Reims; French baron; guarded French dead at Roncevaux.,,"Aug 05, 2008"
14850,Tiberis Rimae,Tiberis Rimae,Lutetia,27.40,33.00,229.00,41.00,21.00,251.00,218.00,+E (0-360),Roman,"Rima, rimae",RI,-,Approved,"Apr 05, 2011",[252],"River at the time of Lutetia, present-day Tiber River in Italy.",None,"Apr 05, 2011"
15426,Tibong,Tibong,Ceres,36.00,-29.82,352.20,-27.63,-32.00,354.64,349.77,+E (0-360),Indonesia,"Crater, craters",AA,-,Approved,"Oct 15, 2015",[174],"Land Dayaks (Borneo/Kalimantan, Indonesia) malevolent spirit who devours and depletes the rice.",None,"Feb 09, 2016"
5992,Tibrikot,Tibrikot,Mars,59.08,12.56,305.13,13.06,12.06,305.64,304.61,+E (0-360),Nepal,"Crater, craters",AA,mc10,Approved,1988,[36],Town in Nepal.,,"Nov 17, 2010"
5993,Tibur Chasmata,Tibur Chasmata,Dione,156.00,60.00,290.70,72.00,48.00,290.40,284.30,+E (0-360),Roman,"Chasma, chasmata",CM,-,Approved,1982,[44],Ancient town of Italy (modern name Tivoli) not far from Rome on the river Anio.,,"Sep 24, 2008"
14371,Tiburtus,Tiburtus,Dione,59.00,29.11,170.27,31.96,26.38,174.00,167.12,+E (0-360),Roman,"Crater, craters",AA,-,Approved,"Mar 17, 2008",[44],"Brother of the twins Catillus and Coras, founder of Tibur to which he gave his name.",,"Jun 04, 2008"
14835,Ticinum Dorsum,Ticinum Dorsum,Lutetia,8.50,51.00,100.00,56.00,47.00,106.00,90.00,+E (0-360),Roman,"Dorsum, dorsa",DO,-,Approved,"Apr 05, 2011",[252],"River at the time of Lutetia, present-day Ticino River in Italy.",None,"Apr 05, 2011"
5994,Tie Fluctus,Tie Fluctus,Venus,550.00,21.00,159.00,23.00,19.00,162.00,157.00,+E (0-360),Egypt,"Fluctus, fluctūs",FL,v25,Approved,2003,[127],Egyptian goddess of intelligence and wisdom.,,"Oct 01, 2006"
6176,T'ien Hu Colles,T ien Hu Colles,Venus,947.00,30.70,15.10,31.70,30.30,20.40,10.40,+E (0-360),China,"Collis, colles",CO,v08,Approved,1991,[1],Chinese sea goddess.,,"Oct 01, 2006"
5995,Tien Mu Patera,Tien Mu Patera,Io,26.71,12.31,225.66,12.70,11.98,226.09,225.24,+E (0-360),China,"Patera, paterae",PE,-,Approved,2003,[1],Chinese Mother-Lightening.,,"Oct 01, 2006"
5996,Tiermes Patera,Tiermes Patera,Io,112.56,22.29,9.85,24.10,20.94,11.03,8.67,+E (0-360),Lapp,"Patera, paterae",PE,-,Approved,1997,[27],Lapp thunder god.,,"Oct 01, 2006"
5997,Tiffany,Tiffany,Venus,7.00,-8.70,22.90,-8.70,-8.70,22.90,22.90,+E (0-360),Greek,"Crater, craters",AA,v32,Approved,1997,[109],Greek first name.,,"Oct 01, 2006"
5998,Tignish,Tignish,Mars,20.98,-30.74,87.04,-30.56,-30.91,87.25,86.84,+E (0-360),Canada,"Crater, craters",AA,mc28,Approved,1991,[74],"Town in Prince Edward Island, Canada.",,"Nov 17, 2010"
14792,Tigre Valles,Tigre Valles,Mars,102.82,-12.02,322.91,-11.28,-12.71,323.78,322.03,+E (0-360),Peru,"Vallis, valles",VA,mc19,Approved,"Jan 11, 2011",[74],River in Peru.,None,"Jan 11, 2011"
5999,Tika,Tika,Rhea,0.00,25.10,275.90,25.10,25.10,275.90,275.90,+E (0-360),Georgia,"Crater, craters",AA,-,Approved,1982,[30],Abkhaz (Georgian - eastern Black Sea region) supreme being.,,"Dec 30, 2008"
6000,Tikhomirov,Tikhomirov,Moon,86.43,24.20,161.33,25.62,22.78,162.69,160.06,+E (0-360),Soviet,"Crater, craters",AA,LAC-49,Approved,1970,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13474,Tikhomirov J,Tikhomirov J,Moon,28.20,21.03,165.76,21.47,20.59,166.26,165.27,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13475,Tikhomirov K,Tikhomirov K,Moon,23.20,21.31,163.95,21.69,20.93,164.36,163.54,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13476,Tikhomirov N,Tikhomirov N,Moon,17.63,21.14,161.46,21.43,20.85,161.77,161.14,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13477,Tikhomirov R,Tikhomirov R,Moon,19.02,24.19,160.29,24.50,23.88,160.64,159.95,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13478,Tikhomirov T,Tikhomirov T,Moon,26.35,25.39,158.72,25.82,24.95,159.20,158.24,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13479,Tikhomirov X,Tikhomirov X,Moon,24.82,27.16,160.55,27.57,26.75,161.01,160.09,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
13480,Tikhomirov Y,Tikhomirov Y,Moon,21.63,28.35,160.30,28.66,28.03,160.70,159.90,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).,,"Oct 18, 2010"
6001,Tikhonravov,Tikhonravov,Mars,343.70,13.28,35.93,16.18,10.38,38.91,32.95,+E (0-360),Russia,"Crater, craters",AA,mc12,Approved,1985,-,M. K.; Russian rocket scientist (1900-1974).,,"Nov 17, 2010"
6002,Tikhov,Tikhov,Moon,83.97,61.66,172.29,63.05,60.28,175.21,169.38,+E (0-360),Soviet,"Crater, craters",AA,LAC-18,Approved,1970,[89],Gavriil Adrianovich; Soviet astronomer (1875-1960).,,"Oct 18, 2010"
6003,Tikhov,Tikhov,Mars,110.07,-50.68,105.80,-49.75,-51.61,107.27,104.33,+E (0-360),Russia,"Crater, craters",AA,mc28,Approved,1973,[68],Gavril A.; Russian astronomer (1875-1960).,,"Nov 17, 2010"
6004,Tikoiwuti Dorsa,Tikoiwuti Dorsa,Venus,1000.00,56.00,225.00,56.00,56.00,225.00,225.00,+E (0-360),Hopi,"Dorsum, dorsa",DO,v05,Approved,1997,[107],Hopi goddess of darkness.,,"Oct 01, 2006"
6005,Tile,Tile,Mars,8.47,17.73,331.38,17.80,17.65,331.45,331.30,+E (0-360),Somalia,"Crater, craters",AA,mc11,Approved,1976,[36],Town in Somalia.,,"Nov 17, 2010"
6006,Tiling,Tiling,Moon,38.23,-52.85,226.89,-52.23,-53.49,227.93,225.84,+E (0-360),Germany,"Crater, craters",AA,LAC-134,Approved,1970,-,Reinhold; German rocketry scientist (1890-1933).,None,"Oct 18, 2010"
13481,Tiling C,Tiling C,Moon,20.43,-50.29,230.22,-49.95,-50.62,230.75,229.69,+E (0-360),Germany,Satellite Feature,SF,LAC-134,Approved,2006,-,Reinhold; German rocketry scientist (1890-1933).,,"Oct 18, 2010"
13482,Tiling D,Tiling D,Moon,33.95,-51.94,228.68,-51.38,-52.50,229.58,227.77,+E (0-360),Germany,Satellite Feature,SF,LAC-134,Approved,2006,-,Reinhold; German rocketry scientist (1890-1933).,None,"Oct 18, 2010"
13483,Tiling F,Tiling F,Moon,16.11,-52.08,230.78,-51.80,-52.35,231.20,230.35,+E (0-360),Germany,Satellite Feature,SF,LAC-134,Approved,2006,-,Reinhold; German rocketry scientist (1890-1933).,,"Oct 18, 2010"
13484,Tiling G,Tiling G,Moon,15.28,-52.85,231.30,-52.63,-53.07,231.72,230.88,+E (0-360),Germany,Satellite Feature,SF,LAC-134,Approved,2006,-,Reinhold; German rocketry scientist (1890-1933).,,"Oct 18, 2010"
6007,Tilli-Hanum Planitia,Tilli Hanum Planitia,Venus,2300.00,54.00,120.00,54.00,54.00,120.00,120.00,+E (0-360),Azerbaijan,"Planitia, planitiae",PL,-,Approved,1997,[107],Azeri “;Ker-ogly“; epic tale heroine.,,"Dec 30, 2008"
6008,Timaeus,Timaeus,Moon,32.81,62.91,359.45,63.45,62.38,360.57,358.33,+E (0-360),Greek,"Crater, craters",AA,LAC-12,Approved,1935,[66],Greek astronomer (unkn-c. 400 B.C.).,,"Oct 18, 2010"
6009,Timaru,Timaru,Mars,18.40,-25.27,337.66,-25.11,-25.42,337.83,337.49,+E (0-360),New Zealand,"Crater, craters",AA,mc19,Approved,1976,[36],Town in New Zealand.,,"Nov 17, 2010"
6010,Timbuktu,Timbuktu,Mars,65.68,-5.56,322.48,-5.01,-6.11,323.04,321.92,+E (0-360),Mali,"Crater, craters",AA,mc19,Approved,1976,[36],Town in Mali.,,"Nov 17, 2010"
15114,Timgad Vallis,Timgad Vallis,Mercury,116.00,60.88,116.44,62.14,59.63,119.73,114.12,+E (0-360),Algeria,"Vallis, valles",VA,H-04,Approved,"Apr 30, 2013",[233],Ancient city in Algeria.,None,"Oct 14, 2016"
6011,Timiryazev,Timiryazev,Moon,52.15,-5.09,212.85,-4.23,-5.95,213.72,211.99,+E (0-360),Russia,"Crater, craters",AA,LAC-88,Approved,1970,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
13485,Timiryazev B,Timiryazev B,Moon,22.00,-1.97,214.06,-1.60,-2.33,214.42,213.70,+E (0-360),Russia,Satellite Feature,SF,LAC-88,Approved,2006,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
13486,Timiryazev L,Timiryazev L,Moon,17.43,-7.78,213.56,-7.49,-8.07,213.85,213.27,+E (0-360),Russia,Satellite Feature,SF,LAC-88,Approved,2006,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
13487,Timiryazev P,Timiryazev P,Moon,19.80,-7.50,211.93,-7.17,-7.82,212.26,211.60,+E (0-360),Russia,Satellite Feature,SF,LAC-88,Approved,2006,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
13488,Timiryazev S,Timiryazev S,Moon,51.44,-5.63,210.49,-4.78,-6.48,211.35,209.64,+E (0-360),Russia,Satellite Feature,SF,LAC-88,Approved,2006,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
13489,Timiryazev W,Timiryazev W,Moon,31.11,-2.58,209.86,-2.07,-3.09,210.34,209.39,+E (0-360),Russia,Satellite Feature,SF,LAC-87,Approved,2006,[89],"Kliment Arkadievich; Russian botanist, physiologist (1843-1920).",,"Oct 18, 2010"
6012,Timocharis,Timocharis,Moon,34.14,26.72,346.90,27.28,26.15,347.53,346.27,+E (0-360),Greek,"Crater, craters",AA,LAC-40,Approved,1935,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
13490,Timocharis B,Timocharis B,Moon,5.14,27.88,347.82,27.96,27.79,347.92,347.72,+E (0-360),Greek,Satellite Feature,SF,LAC-40,Approved,2006,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
13491,Timocharis C,Timocharis C,Moon,3.42,24.81,345.79,24.86,24.75,345.85,345.73,+E (0-360),Greek,Satellite Feature,SF,LAC-40,Approved,2006,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
13492,Timocharis D,Timocharis D,Moon,3.05,23.90,344.81,23.95,23.85,344.87,344.76,+E (0-360),Greek,Satellite Feature,SF,LAC-40,Approved,2006,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
13493,Timocharis E,Timocharis E,Moon,3.78,24.64,342.86,24.70,24.57,342.92,342.79,+E (0-360),Greek,Satellite Feature,SF,LAC-40,Approved,2006,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
13494,Timocharis H,Timocharis H,Moon,2.24,23.65,343.38,23.68,23.61,343.42,343.34,+E (0-360),Greek,Satellite Feature,SF,LAC-40,Approved,2006,[66],Greek astronomer (unkn-fl. c. 280 B.C.).,,"Oct 18, 2010"
6013,Timoshenko,Timoshenko,Mars,86.11,41.76,296.00,42.49,41.04,296.98,295.03,+E (0-360),Soviet,"Crater, craters",AA,mc03,Approved,1982,[64],Ivan Fedorovich; Soviet astronomer (1918-1941).,,"Nov 17, 2010"
14486,Timozel,Timozel,Iapetus,58.00,-9.90,147.70,-9.90,-9.90,147.70,147.70,+E (0-360),France,"Crater, craters",AA,-,Approved,"Aug 05, 2008",[29],A Saracen lord; killed by Gerin and Gerier in the first battle.,,"Aug 05, 2008"
6014,Tinatin Planitia,Tinatin Planitia,Venus,2500.00,-2.00,16.00,6.00,-10.00,28.00,4.00,+E (0-360),Georgia,"Planitia, planitiae",PL,v32,Approved,1994,-,Georgian epic heroine.,,"Nov 02, 2009"
6015,Tindr,Tindr,Callisto,75.80,-2.30,4.50,-1.50,-3.20,5.40,3.60,+E (0-360),Norse,"Crater, craters",AA,-,Approved,1979,[17],Norse; Ottar's ancestor.,,"Oct 01, 2006"
6016,Tingoi Vallis,Tingoi Vallis,Venus,250.00,6.00,318.60,6.00,6.00,318.60,318.60,+E (0-360),Mande,"Vallis, valles",VA,v30,Approved,1997,[107],Mande (Sierra Leone) river spirit.,,"Oct 01, 2006"
6018,Tinianavyt Dorsa,Tinianavyt Dorsa,Venus,1500.00,-51.00,239.00,-51.00,-51.00,239.00,239.00,+E (0-360),Siberia,"Dorsum, dorsa",DO,v59,Approved,1997,[107],Koryak (Kamchatka) wife of sky man.,None,"Mar 31, 2020"
6017,Tinia Valles,Tinia Valles,Mars,17.83,-4.61,211.12,-4.45,-4.77,211.21,211.04,+E (0-360),Italy,"Vallis, valles",VA,mc16,Approved,1985,[56],Classical river in Italy.,,"Oct 01, 2006"
6019,Tinjar Valles,Tinjar Valles,Mars,400.58,37.54,124.27,39.09,35.26,126.11,120.98,+E (0-360),Malaysia,"Vallis, valles",VA,mc07,Approved,1985,[36],"Modern river in Sarawak, Malaysia.",,"Oct 01, 2006"
14746,Tintagil Catena,Tintagil Catena,Mimas,130.00,-58.00,125.00,-46.30,-66.00,158.00,92.00,+E (0-360),Great Britain,"Catena, catenae",CA,-,Approved,1982,[37],"Home of Igraine, Arthur's mother.",Name changed from Tintagil Chasma 7/13/2010.,"Aug 14, 2017"
6020,[Tintagil Chasma],Tintagil Chasma,Mimas,55.00,-51.76,146.65,-47.39,-55.21,158.18,136.63,+E (0-360),Great Britain,"Chasma, chasmata",CM,-,Dropped,1982,[37],"Home of Igraine, Arthur's mother.",Name changed to Tintagil Catena 7/13/2010.,"Jul 13, 2010"
6022,Tintoretto,Tintoretto,Mercury,94.00,-47.99,337.05,-46.88,-49.10,338.70,335.39,+E (0-360),Italy,"Crater, craters",AA,H-11,Approved,1976,[59],Italian painter (1518-1594).,None,"Oct 14, 2016"
6021,Tinto Vallis,Tinto Vallis,Mars,191.97,-3.97,111.50,-3.17,-5.38,111.53,110.61,+E (0-360),Spain,"Vallis, valles",VA,mc22,Approved,2000,[74],River in Spain.,,"Oct 01, 2006"
6023,Tinyl,Tinyl,Venus,12.80,9.70,132.10,9.70,9.70,132.10,132.10,+E (0-360),Siberia,"Crater, craters",AA,v24,Approved,1997,[107],Chukcha (NE Siberia) first name.,,"Dec 30, 2008"
6024,Tipporah Patera,Tipporah Patera,Venus,99.00,38.90,43.00,39.30,38.40,43.20,42.90,+E (0-360),Hebrew,"Patera, paterae",PE,v09,Approved,1985,[80],Hebrew medical scholar (1500 B.C.).,,"Oct 01, 2006"
6026,Tirawa,Tirawa,Rhea,0.00,34.20,208.30,34.20,34.20,208.30,208.30,+E (0-360),Pawnee,"Crater, craters",AA,-,Approved,1987,[83],"Great spirit of Pawnee Tribe (USA), created first men; his messengers were the planets, stars, lightning and thunder.",,"Oct 01, 2006"
6025,Tir Planitia,Tir Planitia,Mercury,754.00,-1.04,183.31,7.78,-8.35,189.70,176.25,+E (0-360),Persian,"Planitia, planitiae",PL,H-08,Approved,1976,[411],Persian word for the planet Mercury.,"Origin was changed from “;Norse word for Mercury.“; on 02/17/2017, to correct an error.","Feb 17, 2017"
6027,Tiselius,Tiselius,Moon,53.75,6.89,176.70,7.78,6.01,177.54,175.87,+E (0-360),Sweden,"Crater, craters",AA,LAC-68,Approved,1979,-,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).,,"Oct 18, 2010"
13495,Tiselius E,Tiselius E,Moon,15.37,7.17,177.83,7.42,6.92,178.08,177.57,+E (0-360),Sweden,Satellite Feature,SF,LAC-68,Approved,2006,-,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).,,"Oct 18, 2010"
13496,Tiselius L,Tiselius L,Moon,12.29,4.57,177.46,4.78,4.37,177.67,177.26,+E (0-360),Sweden,Satellite Feature,SF,LAC-68,Approved,2006,-,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).,,"Oct 18, 2010"
15352,Tishtrya Virgae,Tishtrya Virgae,Titan,276.00,23.84,180.25,25.89,22.06,183.38,177.48,+E (0-360),Persian,"Virga, virgae",VI,-,Approved,"Jul 20, 2015",[83],Persian rain god.,None,"Oct 29, 2015"
6028,Tisia Valles,Tisia Valles,Mars,384.05,-10.75,46.72,-9.57,-13.84,50.15,43.65,+E (0-360),Ukraine,"Vallis, valles",VA,mc21,Approved,1985,[56],"Ancient name for modern Tisza River, Ukraine.",,"Dec 30, 2008"
6029,Tisserand,Tisserand,Moon,34.63,21.41,48.17,21.98,20.84,48.78,47.55,+E (0-360),France,"Crater, craters",AA,LAC-43,Approved,1935,[66],Francois Felix; French astronomer (1845-1896).,,"Oct 18, 2010"
13497,Tisserand A,Tisserand A,Moon,24.53,20.36,49.48,20.76,19.95,49.91,49.04,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[66],Francois Felix; French astronomer (1845-1896).,,"Oct 18, 2010"
13498,Tisserand B,Tisserand B,Moon,8.72,20.65,51.37,20.79,20.50,51.53,51.22,+E (0-360),France,Satellite Feature,SF,LAC-44,Approved,2006,[66],Francois Felix; French astronomer (1845-1896).,,"Oct 18, 2010"
13499,Tisserand D,Tisserand D,Moon,5.67,21.76,49.47,21.85,21.66,49.57,49.37,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[66],Francois Felix; French astronomer (1845-1896).,,"Oct 18, 2010"
13500,Tisserand K,Tisserand K,Moon,13.00,19.74,50.33,19.96,19.53,50.56,50.10,+E (0-360),France,Satellite Feature,SF,LAC-44,Approved,2006,[66],Francois Felix; French astronomer (1845-1896).,,"Oct 18, 2010"
6915,[Tithoniae Catena],Tithoniae Catena,Mars,380.00,-5.44,278.00,-5.44,-5.44,278.00,278.00,+E (0-360),Latin,"Catena, catenae",CA,mc18,Dropped,1973,[57],Classical albedo feature name. Name dropped because in the database twice.,,"Mar 01, 2007"
6030,Tithoniae Catenae,Tithoniae Catenae,Mars,562.00,-5.50,278.18,-4.94,-5.81,282.53,273.21,+E (0-360),Latin,"Catena, catenae",CA,mc18,Approved,1987,[57],Classical albedo feature name.,,"Oct 01, 2006"
6916,[Tithoniae Fossae],Tithoniae Fossae,Mars,492.00,-6.33,277.50,-1.48,-1.88,282.30,274.00,+E (0-360),Latin,"Fossa, fossae",FO,mc18,Dropped,1988,[57],Classical albedo feature name. Name dropped because in the database twice.,,"Mar 01, 2007"
6031,Tithoniae Fossae,Tithoniae Fossae,Mars,838.00,-4.32,276.96,-0.50,-7.53,283.63,270.43,+E (0-360),Latin,"Fossa, fossae",FO,mc18,Approved,1982,[57],Classical albedo name.,,"Oct 01, 2006"
6032,Tithonium Chasma,Tithonium Chasma,Mars,802.78,-4.60,275.71,-3.68,-6.24,282.65,269.07,+E (0-360),Latin,"Chasma, chasmata",CM,mc18,Approved,1973,[57],Classical albedo feature name.,,"Oct 01, 2006"
6033,Tithonius Lacus,Tithonius Lacus,Mars,0.00,-4.94,275.00,-4.94,-4.94,275.00,275.00,+E (0-360),Latin,Albedo Feature,AL,mc18,Approved,1958,[60],“;Tithonian Lake“;; Tithonus received from his wife Eos eternal life but not eternal youth.,,"Oct 01, 2006"
6034,Titian,Titian,Mercury,109.00,-3.69,317.47,-2.42,-4.96,318.75,316.19,+E (0-360),Italy,"Crater, craters",AA,H-06,Approved,1976,[59],Tiziano Vecellio; Italian Renaissance painter (c. 1488/90-1576).,None,"Oct 14, 2016"
6035,Titius,Titius,Moon,68.42,-26.75,100.66,-25.62,-27.88,101.93,99.40,+E (0-360),Germany,"Crater, craters",AA,LAC-100,Approved,1970,[89],Johann Daniel; German astronomer (1729-1796).,,"Oct 18, 2010"
13501,Titius J,Titius J,Moon,20.20,-27.52,101.59,-27.18,-27.85,101.97,101.22,+E (0-360),Germany,Satellite Feature,SF,LAC-100,Approved,2006,[89],Johann Daniel; German astronomer (1729-1796).,,"Oct 18, 2010"
13502,Titius N,Titius N,Moon,17.02,-28.05,100.32,-27.77,-28.33,100.64,100.00,+E (0-360),Germany,Satellite Feature,SF,LAC-100,Approved,2006,[89],Johann Daniel; German astronomer (1729-1796).,,"Oct 18, 2010"
13503,Titius Q,Titius Q,Moon,50.64,-27.95,99.00,-27.12,-28.79,99.95,98.06,+E (0-360),Germany,Satellite Feature,SF,LAC-100,Approved,2006,[89],Johann Daniel; German astronomer (1729-1796).,,"Oct 18, 2010"
13504,Titius R,Titius R,Moon,12.61,-27.19,100.14,-26.99,-27.40,100.37,99.90,+E (0-360),Germany,Satellite Feature,SF,LAC-100,Approved,2006,[89],Johann Daniel; German astronomer (1729-1796).,,"Oct 18, 2010"
6036,Titov,Titov,Moon,29.61,28.55,150.29,29.04,28.06,150.84,149.73,+E (0-360),Soviet,"Crater, craters",AA,LAC-49,Approved,1970,[176],Gherman Stepanovich; Soviet cosmonaut (1935-2000).,,"Oct 18, 2010"
13505,Titov E,Titov E,Moon,24.06,29.15,153.79,29.54,28.75,154.24,153.33,+E (0-360),Soviet,Satellite Feature,SF,LAC-49,Approved,2006,[176],Gherman Stepanovich; Soviet cosmonaut (1935-2000).,,"Oct 18, 2010"
6037,Tituba Corona,Tituba Corona,Venus,163.00,42.40,214.70,42.40,42.40,214.70,214.70,+E (0-360),American,"Corona, coronae",CR,v15,Approved,1997,[46],Nurse who started Salem witch hunt (c. 1692). Name changed from Tituba Patera.,,"Oct 01, 2006"
6917,[Tituba Patera],Tituba Patera,Venus,163.00,42.40,214.70,43.10,41.90,215.70,213.90,+E (0-360),American,"Patera, paterae",PE,v15,Dropped,1991,[46],Nurse who started Salem witch hunt (c. 1692). Name changed to Tituba Corona.,,"Mar 01, 2007"
6038,Tiu Valles,Tiu Valles,Mars,1720.00,16.23,325.14,28.67,2.66,331.33,324.74,+E (0-360),Great Britain,"Vallis, valles",VA,mc11,Approved,1973,[62],Word for “;Mars“; in old English (West Germanic).,,"Oct 01, 2006"
14874,Tivat,Tivat,Mars,3.62,-45.93,9.53,-45.90,-45.95,9.57,9.49,+E (0-360),Montenegro,"Crater, craters",AA,mc27,Approved,"Sep 29, 2011",[36],Town in Montenegro.,None,"Feb 17, 2012"
14768,Tivoli,Tivoli,Mars,32.80,-14.33,100.91,-14.06,-14.59,101.13,100.69,+E (0-360),Grenada,"Crater, craters",AA,mc22,Approved,"Aug 24, 2010",[36],Town in Grenada.,None,"Nov 17, 2010"
6039,Tiwi,Tiwi,Mars,21.15,-27.56,335.24,-27.38,-27.74,335.45,335.04,+E (0-360),Oman,"Crater, craters",AA,mc19,Approved,1976,[36],Town in Oman.,,"Nov 17, 2010"
6040,Tkashi-mapa Chasma,Tkashi mapa Chasma,Venus,1100.00,13.00,206.00,13.00,13.00,206.00,206.00,+E (0-360),Georgia,"Chasma, chasmata",CM,v26,Approved,1997,[107],Georgian forest goddess.,,"Dec 30, 2008"
15354,Tlaloc Virgae,Tlaloc Virgae,Titan,600.00,23.73,152.30,28.54,19.36,159.88,145.20,+E (0-360),Aztec,"Virga, virgae",VI,-,Approved,"Jul 20, 2015",[59],Aztec rain god.,None,"Oct 29, 2015"
15890,Tlanuwa Regio,Tlanuwa Regio,Bennu,0.30,-37.86,261.70,-9.00,-66.72,300.26,223.13,+E (0-360),Cherokee,"Regio, regiones",RE,-,Approved,"Jan 31, 2020",[562],"Cherokee (Southeast USA), giant birds who scattered the Earth with pieces of serpent which turned into standing pillars of rocks.",None,"Mar 12, 2020"
15539,Tleilax Labyrinthus,Tleilax Labyrinthus,Titan,207.00,-48.00,344.00,-45.80,-50.30,347.00,341.60,+E (0-360),United States,"Labyrinthus, labyrinthi",LB,-,Approved,"Mar 01, 2017",[387],Planet from the Dune series; home world of the Bene Tleilax.,None,"Mar 01, 2017"
5808,T. Mayer,T  Mayer,Moon,33.15,15.54,330.83,16.08,14.99,331.40,330.27,+E (0-360),Germany,"Crater, craters",AA,LAC-58,Approved,1935,[89],Johann Tobias; German astronomer (1723-1762).,,"Oct 18, 2010"
13353,T. Mayer A,T  Mayer A,Moon,16.16,15.24,331.70,15.51,14.98,331.98,331.43,+E (0-360),Germany,Satellite Feature,SF,LAC-58,Approved,2006,[89],Johann Tobias; German astronomer (1723-1762).,,"Oct 18, 2010"
